player_id,player_name,position,team,status,height,weight,college,years_exp
11698,Maason Smith,DT,JAX,Active,77,306,LSU,2.0
7419,James Pierre,CB,PIT,Active,74,185,Florida Atlantic,6.0
12728,Marcus Bryant,OL,NE,Active,79,320,Missouri,1.0
5912,Carl Granderson,DE,NO,Active,77,261,Wyoming,7.0
5514,Evan Perroni,,TB,Active,,,,1.0
10224,Brayden Willis,TE,SF,Active,76,240,Oklahoma,3.0
7827,Darrick Forrest,DB,SF,Active,71,200,Cincinnati,5.0
8160,Kenny Pickett,QB,LV,Active,75,220,Pittsburgh,4.0
11663,Chop Robinson,DE,MIA,Active,75,254,Penn State,2.0
4168,Grover Stewart,DT,IND,Active,76,314,Albany State,9.0
11577,Will Shipley,RB,PHI,Active,71,209,Clemson,2.0
12540,Chimere Dike,WR,TEN,Active,73,196,Florida,1.0
7369,Bill Murray,DT,IND,Active,75,321,William & Mary,6.0
11697,Renardo Green,DB,SF,Active,72,186,Florida State,2.0
1113,Bryan Anger,P,DAL,Active,75,202,California,14.0
5073,Sebastian Joseph-Day,DT,TEN,Active,76,310,Rutgers,8.0
5859,A.J. Brown,WR,PHI,Active,73,226,Ole Miss,7.0
4034,Christian McCaffrey,RB,SF,Active,71,210,Stanford,9.0
11965,Marcus Banks,DB,TB,Active,72,190,Mississippi State,2.0
11691,T'Vondre Sweat,DL,TEN,Active,76,366,Texas,2.0
10969,Owen Pappoe,LB,ARI,Active,72,230,Auburn,3.0
6699,Gunner Olszewski,WR,NYG,Active,72,190,Bemidji State,7.0
13059,Jalen Kimber,CB,CIN,Active,72,190,Penn State,1.0
4693,Andrew Wylie,G,WAS,Active,77,304,Eastern Michigan,9.0
4263,Elijah McGuire,RB,KC,Active,70,214,Louisiana-Lafayette,5.0
3973,Myles Garrett,DE,CLE,Active,76,272,Texas A&M,9.0
7023,Willie Gay,LB,MIA,Active,73,246,Mississippi State,6.0
11940,JaQuae Jackson,WR,LAC,Active,73,184,Rutgers,2.0
8266,Quay Walker,LB,GB,Active,76,241,Georgia,4.0
6177,Khalen Saunders,DT,NYJ,Active,72,324,Western Illinois,7.0
8399,Markquese Bell,DB,DAL,Active,75,205,Florida A&M,4.0
12679,Jordan Phillips,DL,MIA,Active,75,305,Maryland,1.0
4032,Jonathan Allen,DT,MIN,Active,75,300,Alabama,9.0
11797,Patrick McMorris,DB,NYG,Active,72,206,California,2.0
1548,Star Lotulelei,DT,BUF,Active,74,315,Utah,9.0
5959,Mike Edwards,DB,KC,Active,70,205,Kentucky,7.0
2143,Mike Pennel,DT,KC,Active,76,330,CSU-Pueblo,12.0
5088,Duke Ejiofor,LB,ATL,Active,75,275,Wake Forest,4.0
8104,Dee Alford,DB,ATL,Active,71,180,Tusculum,5.0
6128,Rock Ya-Sin,CB,DET,Active,71,195,Temple,7.0
5362,Jordan Mailata,T,PHI,Active,80,365,,8.0
13045,Federico Maranges,OL,SEA,Active,75,302,Florida Atlantic,1.0
4866,Saquon Barkley,RB,PHI,Active,72,233,Penn State,8.0
7667,Tyson Campbell,CB,CLE,Active,73,195,Georgia,5.0
7448,Nick Leverett,G,DAL,Active,76,310,Rice,6.0
7402,Julian Good-Jones,G,WAS,Active,77,313,Iowa State,6.0
8170,James Mitchell,TE,CAR,Active,76,249,Virginia Tech,4.0
12554,Tyleik Williams,DL,DET,Active,75,328,Ohio State,1.0
10917,Byron Young,LB,LAR,Active,74,260,Tennessee,3.0
6141,Drue Tranquill,LB,KC,Active,74,234,Notre Dame,7.0
13110,Zach Horton,TE,DET,Active,76,252,Indiana,1.0
11664,Troy Fautanu,OL,PIT,Active,76,317,Washington,2.0
12696,Aeneas Peebles,DT,BAL,Active,72,289,Virginia Tech,1.0
5967,Tony Pollard,RB,TEN,Active,72,209,Memphis,7.0
12855,Alijah Clark,DB,DAL,Active,73,187,Syracuse,1.0
12756,Stephen Gosnell,WR,BUF,Active,74,198,Virginia Tech,1.0
843,Cameron Heyward,DT,PIT,Active,77,295,Ohio State,15.0
12048,George Holani,RB,SEA,Active,71,210,Boise State,2.0
6851,Julian Okwara,LB,CLE,Active,76,250,Notre Dame,6.0
12888,Dalen Cambre,WR,NYG,Active,72,192,Louisiana,1.0
10966,Robert Beal,LB,SF,Active,76,250,Georgia,3.0
13008,Bill Norton,DL,LAR,Active,78,336,Texas,1.0
2617,Alex Singleton,LB,DEN,Active,74,240,Montana State,11.0
3241,Jonathan Bullard,DE,NO,Active,75,290,Florida,10.0
7690,Ben Cleveland,G,LAC,Active,78,357,Georgia,5.0
12558,Josh Conerly,OL,WAS,Active,76,315,Oregon,1.0
8790,Brock Hoffman,C,DAL,Active,76,302,Virginia Tech,4.0
3197,Emmanuel Ogbah,DE,JAX,Active,76,275,Oklahoma State,10.0
10213,Tre Tucker,WR,LV,Active,68,182,Cincinnati,3.0
13083,Bralyn Lux,DB,CIN,Active,70,180,Texas Tech,1.0
12812,Nash Jones,OG,DEN,Active,76,314,Texas State,1.0
8130,Trey McBride,TE,ARI,Active,76,246,Colorado State,4.0
6969,Dane Jackson,CB,BUF,Active,71,180,Pittsburgh,6.0
7536,Quintin Morris,TE,JAX,Active,74,243,Bowling Green,5.0
7677,Divine Deablo,LB,ATL,Active,75,223,Virginia Tech,5.0
8142,Alec Pierce,WR,IND,Active,75,211,Cincinnati,4.0
10987,Atonio Mafi,OL,LV,Active,75,330,UCLA,3.0
11893,Isaiah Stalbird,LB,NO,Active,73,215,South Dakota State,2.0
11799,Tyler Davis,DT,LAR,Active,74,306,Clemson,2.0
871,Von Miller,LB,WAS,Active,75,250,Texas A&M,15.0
12902,Ethan Downs,DE,KC,Active,76,263,Oklahoma,1.0
12570,Will Campbell,OT,NE,Active,78,319,LSU,1.0
8376,Alex Wright,DL,CLE,Active,77,267,UAB,4.0
11860,Beanie Bishop,CB,NO,Active,70,184,West Virginia,2.0
6964,Sean McKeon,TE,IND,Active,77,255,Michigan,6.0
11648,Kedon Slovis,QB,ARI,Active,74,223,BYU,2.0
10950,Braeden Daniels,OL,MIA,Active,76,297,Utah,3.0
3214,Hunter Henry,TE,NE,Active,77,249,Arkansas,10.0
5084,Natrell Jamerson,DB,LV,Active,71,201,Wisconsin,4.0
12932,Tyron Herring,CB,GB,Active,73,201,Delaware,1.0
3976,Mitchell Trubisky,QB,BUF,Active,75,222,North Carolina,9.0
6812,Yetur Gross-Matos,DE,SF,Active,77,265,Penn State,6.0
13044,Wy'Kevious Thomas,DL,SEA,Active,73,301,South Alabama,1.0
10876,Anton Harrison,OL,JAX,Active,76,315,Oklahoma,3.0
7523,Trevor Lawrence,QB,JAX,Active,78,220,Clemson,5.0
12508,Jaxson Dart,QB,NYG,Active,74,223,Ole Miss,1.0
4966,Mike McGlinchey,T,DEN,Active,80,315,Notre Dame,8.0
13050,Austin Brinkman,LS,HOU,Active,76,241,West Virginia,1.0
4224,Chuck Clark,DB,PIT,Active,72,210,Virginia Tech,9.0
11605,Jaheim Bell,TE,PHI,Active,74,241,Florida State,2.0
8467,Jordan Stout,P,BAL,Active,75,209,Penn State,4.0
11348,Trevor Nowaske,LB,DET,Active,75,237,Saginaw Valley State,3.0
11030,Moro Ojomo,DE,PHI,Active,75,292,Texas,3.0
11193,Brenton Cox,LB,GB,Active,76,250,Florida,3.0
4066,Evan Engram,TE,DEN,Active,75,240,Ole Miss,9.0
12533,Jacory Croskey-Merritt,RB,WAS,Active,71,208,Arizona,1.0
3048,Chris Manhertz,TE,NYG,Active,78,235,Canisius,11.0
2036,Khalil Mack,LB,LAC,Active,75,269,Buffalo,12.0
5903,Will Grier,QB,DAL,Active,73,220,West Virginia,7.0
12835,Marlowe Wax,LB,LAC,Active,73,236,Syracuse,1.0
12841,Garmon Randolph,LB,LAC,Active,80,260,Baylor,1.0
12787,Josh Williams,RB,TB,Active,69,210,LSU,1.0
17,Matt Prater,K,BUF,Active,70,175,UCF,20.0
2314,Ereck Flowers,T,WAS,Active,78,330,Miami (FL),7.0
8227,Teagan Quitoriano,TE,ATL,Active,78,259,Oregon State,4.0
8833,Dallis Flowers,CB,CHI,Active,73,196,Pittsburg State,4.0
6333,Keisean Nixon,CB,GB,Active,70,200,South Carolina,7.0
8275,Josh Jobe,DB,SEA,Active,71,190,Alabama,4.0
7953,Bryan Mills,CB,MIN,Active,73,184,North Carolina Central,1.0
5901,Tytus Howard,OL,HOU,Active,77,322,Alabama State,7.0
8400,Travis Jones,DL,BAL,Active,76,341,UConn,4.0
11565,J.J. McCarthy,QB,MIN,Active,75,219,Michigan,2.0
11859,John Rhys Plumlee,QB,PIT,Active,72,200,UCF,2.0
10992,Yasir Abdullah,LB,JAX,Active,73,240,Louisville,3.0
8654,Timmy Horne,DT,TEN,Active,76,323,Kansas State,4.0
12960,Michael Reid,CB,CAR,Active,74,200,South Dakota,1.0
11686,Javon Bullard,DB,GB,Active,70,198,Georgia,2.0
8676,Rashid Shaheed,WR,SEA,Active,72,180,Weber State,4.0
6271,Olamide Zaccheaus,WR,CHI,Active,68,199,Virginia,7.0
11000,Zaire Barnes,LB,NYG,Active,73,232,Western Michigan,3.0
13265,Rob Carter,CB,IND,Active,70,175,Robert Morris,0.0
6866,KJ Hill,WR,LAC,Active,72,196,Ohio State,2.0
11778,Jordan Magee,LB,WAS,Active,75,225,Temple,2.0
12944,Dorian Mausi,LB,TEN,Active,73,234,Auburn,1.0
6291,Donovan Wilson,DB,DAL,Active,72,204,Texas A&M,7.0
8287,David Ojabo,DL,BAL,Active,76,252,Michigan,4.0
13098,Jack Henderson,DB,PIT,Active,74,215,Minnesota,1.0
11792,Will Reichard,K,MIN,Active,73,190,Alabama,2.0
11717,Elijah Jones,DB,ARI,Active,73,185,Boston College,2.0
7443,Teair Tart,DT,LAC,Active,74,315,Florida International,6.0
6920,Isaiah Hodgins,WR,NYG,Active,75,200,Oregon State,6.0
12527,Ashton Jeanty,RB,LV,Active,68,208,Boise State,1.0
7680,Ifeatu Melifonwu,CB,MIA,Active,75,210,Syracuse,5.0
10225,Jonathan Mingo,WR,DAL,Active,74,220,Ole Miss,3.0
12470,Riley Leonard,QB,IND,Active,76,213,Notre Dame,1.0
7685,Brandon Stephens,DB,NYJ,Active,73,215,SMU,5.0
12161,Loren Strickland,DB,DET,Active,70,202,Ball State,2.0
2869,C.J. Goodwin,CB,DAL,Active,75,190,PennWest California,12.0
12076,Austin McNamara,P,NYJ,Active,76,204,Texas Tech,2.0
11761,Tommy Eichenberg,LB,LV,Active,74,234,Ohio State,2.0
7329,Cole Christiansen,LB,KC,Active,73,230,Army,6.0
12473,Mitchell Evans,TE,CAR,Active,77,258,Notre Dame,1.0
12563,Grey Zabel,OT,SEA,Active,78,316,North Dakota State,1.0
10920,Tyler Steen,OL,PHI,Active,78,321,Alabama,3.0
10219,Chris Rodriguez,RB,WAS,Active,71,224,Kentucky,3.0
10933,DeMarvion Overshown,LB,DAL,Active,74,220,Texas,3.0
7633,Kwity Paye,DE,IND,Active,75,265,Michigan,5.0
5917,Mecole Hardman,WR,BUF,Active,70,187,Georgia,7.0
8710,Jack Cochrane,LB,KC,Active,75,236,South Dakota,4.0
5361,Avonte Maddox,CB,DET,Active,69,191,Pittsburgh,8.0
12054,Jimmy Ciarlo,LB,BUF,Active,74,225,Army,2.0
4270,Colin Holba,LS,CIN,Active,76,248,Louisville,5.0
6419,P.J. Locke,DB,DEN,Active,70,202,Texas,7.0
4983,DJ Moore,WR,CHI,Active,72,213,Maryland,8.0
5022,Dallas Goedert,TE,PHI,Active,77,256,South Dakota State,8.0
12849,Traeshon Holden,WR,DAL,Active,75,205,Oregon,1.0
10901,Keeanu Benton,NT,PIT,Active,76,309,Wisconsin,3.0
7436,Mason Kinsey,WR,TEN,Active,71,200,Berry College,6.0
12181,Peter Bowden,LS,LAC,Active,74,242,Wisconsin,2.0
12764,Keonta Jenkins,LB,BUF,Active,75,219,Virginia Tech,1.0
8479,Braxton Jones,OL,CHI,Active,77,303,Southern Utah,4.0
6612,Luke Gifford,LB,SF,Active,75,243,Nebraska,7.0
11271,Jeremiah Martin,DL,CHI,Active,76,267,Washington,3.0
12125,Mark Perry,DB,GB,Active,72,211,TCU,2.0
7774,Jimmy Morrissey,OL,IND,Active,76,305,Pittsburgh,5.0
8524,Ja'Tyre Carter,OL,CAR,Active,75,311,Southern University,4.0
12816,Dalton Cooper,OT,GB,Active,78,326,Oklahoma State,1.0
11322,Jerome Carvin,OL,JAX,Active,77,307,Tennessee,3.0
12853,Justin Barron,LB,DAL,Active,76,235,Syracuse,1.0
12822,Marshall Foerner,OL,TB,Active,78,303,Minnesota State,1.0
7732,Justin Hilliard,LB,KC,Active,73,231,Ohio State,1.0
1721,Andrew DePaola,LS,MIN,Active,73,227,Rutgers,14.0
11082,Ben Sims,TE,MIN,Active,77,250,Baylor,3.0
6972,DaVon Hamilton,DT,JAX,Active,76,335,Ohio State,6.0
10882,Emmanuel Forbes,CB,LAR,Active,72,173,Mississippi State,3.0
5842,Clelin Ferrell,DE,SF,Active,76,265,Clemson,7.0
6781,Isaiah Simmons,DB,CAR,Active,76,238,Clemson,6.0
10919,Sydney Brown,DB,PHI,Active,70,211,Illinois,3.0
11700,Dru Phillips,DB,NYG,Active,71,180,Kentucky,2.0
8451,Ikem Ekwonu,T,CAR,Active,76,320,North Carolina State,4.0
11941,Isaiah Wooden,WR,CLE,Active,69,170,Southern Utah,2.0
12495,Ollie Gordon,RB,MIA,Active,74,225,Oklahoma State,1.0
10888,Jalen Carter,DL,PHI,Active,75,314,Georgia,3.0
7666,Jevon Holland,DB,NYG,Active,73,207,Oregon,5.0
12234,Shemar Bartholomew,CB,GB,Active,72,200,Georgia Southern,2.0
4181,Tedric Thompson,DB,CLE,Active,72,204,Colorado,5.0
4602,Robert Tonyan,TE,KC,Active,77,240,Indiana State,9.0
8342,Esezi Otomewo,DL,PIT,Active,77,282,Minnesota,4.0
4189,Eric Saubert,TE,SEA,Active,77,253,Drake,9.0
8305,Montaric Brown,DB,JAX,Active,72,190,Arkansas,4.0
12811,Esa Pole,OT,KC,Active,79,319,Washington State,1.0
8269,Jordan Davis,DL,PHI,Active,78,336,Georgia,4.0
2883,Chase Williams,ILB,CLE,Active,74,215,Virginia Tech,9.0
11733,Mason McCormick,OL,PIT,Active,77,315,South Dakota State,2.0
12863,Andrew Armstrong,WR,KC,Active,76,202,Arkansas,1.0
10997,Jerrick Reed,DB,TEN,Active,69,197,New Mexico,3.0
8381,Cobie Durant,DB,LAR,Active,71,181,South Carolina State,4.0
5133,Tyler Conklin,TE,LAC,Active,75,248,Central Michigan,8.0
11676,Mike Sainristil,DB,WAS,Active,70,182,Michigan,2.0
3248,Isaac Seumalo,G,PIT,Active,76,303,Oregon State,10.0
11325,Reese Taylor,CB,DEN,Active,69,188,Purdue,3.0
6315,Tyrel Dodson,LB,MIA,Active,72,237,Texas A&M,7.0
3186,Kenny Clark,DE,DAL,Active,75,314,UCLA,10.0
12691,Tim Smith,DL,IND,Active,76,306,Alabama,1.0
1243,J.R. Sweezy,OG,SEA,Active,77,310,North Carolina State,10.0
13187,Nick Jackson,LB,TB,Active,72,235,Iowa,1.0
8459,Bernhard Raimann,OL,IND,Active,78,303,Central Michigan,4.0
8917,KaVontae Turpin,WR,DAL,Active,69,153,TCU,4.0
11655,Tyrone Tracy,RB,NYG,Active,71,210,Purdue,2.0
12775,Max Brosmer,QB,MIN,Active,74,218,Minnesota,1.0
12901,Patrick Herbert,TE,JAX,Active,77,255,Oregon,1.0
5222,Jalen Davis,CB,CIN,Active,70,186,Utah State,8.0
2374,Tyler Lockett,WR,LV,Active,70,182,Kansas State,11.0
4126,Fabian Moreau,CB,MIN,Active,72,204,UCLA,9.0
6957,James Proche,WR,TEN,Active,71,193,SMU,6.0
3357,Brandon Allen,QB,TEN,Active,74,209,Arkansas,10.0
3439,Jake Brendel,OL,SF,Active,76,299,UCLA,10.0
11230,Patrick O'Connell,LB,SEA,Active,73,227,Montana,3.0
8264,Chase Lucas,DB,SF,Active,71,184,Arizona State,4.0
7936,Amen Ogbongbemiga,LB,CHI,Active,73,226,Oklahoma State,5.0
3050,Myles White,WR,NYJ,Active,"6'0""",182,Louisiana Tech,3.0
12614,Shemar James,LB,DAL,Active,73,222,Florida,1.0
7647,Pete Werner,LB,NO,Active,75,242,Ohio State,5.0
12776,Connor Bazelak,QB,TB,Active,75,225,Bowling Green,1.0
9226,De'Von Achane,RB,MIA,Active,69,191,Texas A&M,3.0
9494,Marvin Mims,WR,DEN,Active,71,182,Oklahoma,3.0
13104,Adin Huntington,DT,CLE,Active,73,281,Tulane,1.0
12568,Jalon Walker,DL,ATL,Active,74,245,Georgia,1.0
13090,Mapalo Mwansa,LB,CAR,Active,74,230,,1.0
12767,Daryl Porter,DB,BUF,Active,70,185,Miami (FL),1.0
11916,Christopher Edmonds,DB,CLE,Active,74,210,Arizona State,2.0
11022,Kendall Williamson,DB,LAC,Active,72,203,Stanford,3.0
4993,Mike Gesicki,TE,CIN,Active,78,245,Penn State,8.0
12070,McCallan Castles,TE,GB,Active,76,244,Tennessee,2.0
7676,Malcolm Koonce,DE,LV,Active,75,243,Buffalo,5.0
12928,Amar Johnson,RB,LAC,Active,70,205,South Dakota State,1.0
12113,Thomas Yassmin,TE,LAC,Active,77,251,Utah,2.0
1947,Jadeveon Clowney,DE,DAL,Active,77,266,South Carolina,12.0
10974,Antonio Johnson,DB,JAX,Active,74,198,Texas A&M,3.0
12733,Carson Bruener,LB,PIT,Active,73,227,Washington,1.0
7346,Christian Rozeboom,LB,CAR,Active,74,230,South Dakota State,6.0
1192,Lavonte David,LB,TB,Active,73,233,Nebraska,14.0
11627,Troy Franklin,WR,DEN,Active,75,180,Oregon,2.0
13165,Easton Mascarenas-Arnold,LB,CLE,Active,71,227,USC,1.0
8071,Mitchell Fraboni,LS,DEN,Active,74,223,Arizona State,4.0
12886,Jeremiah Byers,OL,CLE,Active,76,320,Florida State,1.0
7764,William Bradley-King,DE,SF,Active,76,265,Baylor,5.0
11829,Solomon Byrd,DE,HOU,Active,75,250,USC,2.0
6711,Jalen Thompson,DB,ARI,Active,71,190,Washington State,7.0
7621,J.T. Ibe,DB,CAR,Active,70,195,South Carolina,1.0
8865,Dylan Cook,T,PIT,Active,78,305,Montana,4.0
10942,Viliami Fehoko,DL,IND,Active,76,267,San Jose State,3.0
5378,Jacob Martin,DE,WAS,Active,74,242,Temple,8.0
12216,Steven Jones,OL,PIT,Active,77,340,Oregon,2.0
10947,Ventrell Miller,LB,JAX,Active,72,232,Florida,3.0
11677,Braden Fiske,DL,LAR,Active,77,294,Florida State,2.0
1592,Darren Fells,TE,TB,Active,79,281,California-Irvine,9.0
3868,Jalen Richard,RB,LV,Active,68,207,Southern Miss,6.0
13151,Nick Kallerup,TE,SEA,Active,77,266,Minnesota,1.0
10990,Darius Rush,DB,WAS,Active,74,198,South Carolina,3.0
8457,Abraham Lucas,OL,SEA,Active,78,322,Washington State,4.0
5894,Germaine Pratt,LB,IND,Active,75,250,North Carolina State,7.0
6903,Lloyd Cushenberry,C,TEN,Active,76,315,LSU,6.0
11654,Dante Miller,RB,NYG,Active,69,200,South Carolina,2.0
6869,Adam Trautman,TE,DEN,Active,77,253,Dayton,6.0
11167,Alex Ward,LS,LV,Active,76,240,UCF,3.0
9509,Bijan Robinson,RB,ATL,Active,71,215,Texas,3.0
7525,DeVonta Smith,WR,PHI,Active,72,170,Alabama,5.0
11292,Tommy DeVito,QB,NE,Active,74,210,Illinois,3.0
12511,Will Howard,QB,PIT,Active,76,236,Ohio State,1.0
7831,Brenden Jaimes,OL,NE,Active,77,300,Nebraska,5.0
8207,Tyler Goodson,RB,IND,Active,69,197,Iowa,4.0
1764,Benson Mayowa,DE,SEA,Active,75,252,Idaho,9.0
12490,Bhayshul Tuten,RB,JAX,Active,69,209,Virginia Tech,1.0
1945,Chris Boswell,K,PIT,Active,74,185,Rice,12.0
8450,Tyler Linderbaum,OL,BAL,Active,74,305,Iowa,4.0
12827,Myles Purchase,DB,NYG,Active,71,205,Iowa State,1.0
7835,Michael Carter,CB,PHI,Active,70,184,Duke,5.0
13025,Easton Kilty,OL,NO,Active,78,307,Kansas State,1.0
8351,Drake Jackson,DL,WAS,Active,76,273,USC,4.0
12478,Nick Nash,WR,WAS,Active,75,195,San Jose State,1.0
12457,Jaydon Blue,RB,DAL,Active,69,196,Texas,1.0
7659,Tre'von Moehrig,DB,CAR,Active,74,202,TCU,5.0
12548,Lenny Krieg,K,NYJ,Active,74,214,,4.0
1506,Tress Way,P,WAS,Active,73,220,Oklahoma,13.0
12620,Jamaree Caldwell,DT,LAC,Active,73,340,Oregon,1.0
11695,Ruke Orhorhoro,DT,ATL,Active,76,295,Clemson,2.0
13001,Mario Williams,WR,LAR,Active,69,178,Tulane,1.0
4960,Roquan Smith,LB,BAL,Active,73,235,Georgia,8.0
2749,Raheem Mostert,RB,LV,Active,70,212,Purdue,11.0
6094,Sam Mustipher,OL,DEN,Active,75,306,Notre Dame,7.0
5920,Will Harris,DB,WAS,Active,73,206,Boston College,7.0
8112,Drake London,WR,ATL,Active,76,215,USC,4.0
4177,Mack Hollins,WR,NE,Active,76,221,North Carolina,9.0
12757,Hal Presley,WR,TEN,Active,75,210,Baylor,1.0
11005,Jarrett Patterson,OL,HOU,Active,76,310,Notre Dame,3.0
11805,Jamal Hill,LB,HOU,Active,72,227,Oregon,2.0
5610,Evan Brown,C,ARI,Active,75,320,SMU,8.0
8339,Kyle Hamilton,DB,BAL,Active,76,218,Notre Dame,4.0
12862,Josh Priebe,OL,MIA,Active,77,306,Michigan,1.0
12873,Alex Huntley,DT,MIA,Active,76,298,South Carolina,1.0
5848,Marquise Brown,WR,KC,Active,69,180,Oklahoma,7.0
3832,C.J. Ham,FB,MIN,Active,71,250,Augustana,10.0
12824,Maddux Trujillo,K,BUF,Active,72,172,Temple,1.0
11678,Cooper DeJean,DB,PHI,Active,72,198,Iowa,2.0
11371,Julian Hill,TE,MIA,Active,76,251,Campbell,3.0
2353,Denzel Perryman,LB,LAC,Active,71,240,Miami (FL),11.0
10857,Stetson Bennett,QB,LAR,Active,71,192,Georgia,3.0
2318,Andrus Peat,OL,PIT,Active,79,316,Stanford,11.0
2350,Eric Kendricks,LB,SF,Active,72,232,UCLA,11.0
8519,Deane Leonard,DB,LAC,Active,72,195,Ole Miss,4.0
6770,Joe Burrow,QB,CIN,Active,76,215,LSU,6.0
11624,Xavier Worthy,WR,KC,Active,71,165,Texas,2.0
11994,Kameron Johnson,WR,TB,Active,70,170,Barton,2.0
13037,Connor O'Toole,DE,SEA,Active,75,248,Utah,1.0
6799,Grant Delpit,DB,CLE,Active,75,208,LSU,6.0
2063,Casey Kreiter,LS,NYG,Active,73,250,Iowa,12.0
7627,Greg Rousseau,DE,BUF,Active,78,266,Miami (FL),5.0
5035,Derrick Nnadi,DT,KC,Active,73,317,Florida State,8.0
8822,Ryan Van Demark,OL,BUF,Active,78,307,UConn,4.0
10227,Payne Durham,TE,TB,Active,77,255,Purdue,3.0
12071,Gabe Hall,DT,PHI,Active,78,295,Baylor,2.0
12962,Trevian Thomas,DB,JAX,Active,71,196,Arkansas State,1.0
10214,Davis Allen,TE,LAR,Active,78,253,Clemson,3.0
8004,Devon Key,DB,DEN,Active,72,208,Western Kentucky,5.0
12798,Josh Fryar,OL,ARI,Active,77,320,Ohio State,1.0
8299,Baylon Spector,LB,BUF,Active,72,233,Clemson,4.0
5023,Chukwuma Okorafor,OL,NYJ,Active,78,320,Western Michigan,8.0
11866,Tyler McLellan,OL,TB,Active,80,355,Campbell,2.0
4179,Joshua Dobbs,QB,NE,Active,75,220,Tennessee,9.0
11742,Cedric Gray,LB,TEN,Active,74,234,North Carolina,2.0
10866,Aidan O'Connell,QB,LV,Active,75,206,Purdue,3.0
11342,Ricky Lee,OL,JAX,Active,77,289,North Carolina A&T,3.0
6037,Brett Rypien,QB,MIN,Active,74,210,Boise State,7.0
12499,Elic Ayomanor,WR,TEN,Active,74,206,Stanford,1.0
7818,T.J. Slaton,DT,CIN,Active,77,340,Florida,5.0
8286,Dax Hill,DB,CIN,Active,72,195,Michigan,4.0
4074,Malik Hooker,DB,DAL,Active,74,212,Ohio State,9.0
13013,Mark Redman,TE,LAR,Active,77,258,Louisville,1.0
1238,Josh Harris,LS,LAC,Active,73,224,Auburn,14.0
4207,Davon Godchaux,DT,NO,Active,75,330,LSU,9.0
11201,Blake Whiteheart,TE,CLE,Active,76,250,Wake Forest,3.0
2316,Trae Waynes,CB,CIN,Active,72,190,Michigan State,7.0
11299,Zavier Scott,RB,MIN,Active,73,221,Maine,3.0
5020,B.J. Hill,DT,CIN,Active,75,311,North Carolina State,8.0
9221,Jahmyr Gibbs,RB,DET,Active,69,202,Alabama,3.0
12997,Wyatt Bowles,OL,LAR,Active,77,300,Utah State,1.0
11760,Austin Booker,DL,CHI,Active,78,245,Kansas,2.0
11049,Jovaughn Gwyn,OL,ATL,Active,74,310,South Carolina,3.0
11777,Jaylon Carlies,DB,IND,Active,75,227,Missouri,2.0
3163,Jared Goff,QB,DET,Active,76,217,California,10.0
5025,Ronnie Harrison,DB,ATL,Active,75,214,Alabama,8.0
4039,Cooper Kupp,WR,SEA,Active,73,205,Eastern Washington,9.0
7610,Trey Lance,QB,LAC,Active,76,226,North Dakota State,5.0
5520,Jonathan Owens,DB,CHI,Active,71,204,Missouri Western,8.0
11759,Javon Solomon,DE,BUF,Active,73,247,Troy,2.0
12483,Jack Bech,WR,LV,Active,73,214,TCU,1.0
12573,Mason Graham,DL,CLE,Active,76,315,Michigan,1.0
2393,Danielle Hunter,DE,HOU,Active,77,263,LSU,11.0
11836,Myles Harden,DB,CLE,Active,71,195,South Dakota,2.0
8370,Jordan Jackson,DL,DEN,Active,76,294,Air Force,4.0
12677,Bradyn Swinson,DE,NE,Active,76,255,LSU,1.0
11084,Andre Carter,LB,WAS,Active,76,265,Army,3.0
12904,Sal Wormley,OL,JAX,Active,75,327,Penn State,1.0
12605,Jacob Parrish,DB,TB,Active,70,198,Kansas State,1.0
12451,Elliott Brown,LB,ARI,Active,77,245,Virginia,2.0
8569,Arron Mosby,LB,GB,Active,75,250,Fresno State,4.0
3367,Kavon Frazier,DB,LV,Active,72,220,Central Michigan,6.0
4259,Al-Quadin Muhammad,DE,DET,Active,75,250,Miami (FL),9.0
4071,Marlon Humphrey,CB,BAL,Active,72,210,Alabama,9.0
3474,Briean Boddy-Calhoun,CB,TEN,Active,69,193,Minnesota,6.0
8496,Theo Jackson,DB,MIN,Active,73,205,Tennessee,4.0
11812,Walter Rouse,OL,MIN,Active,78,330,Oklahoma,2.0
10234,Derius Davis,WR,LAC,Active,68,165,TCU,3.0
8487,Christian Benford,DB,BUF,Active,73,205,Villanova,4.0
7531,Feleipe Franks,TE,ATL,Active,78,241,Arkansas,5.0
7660,Liam Eichenberg,T,MIA,Active,78,300,Notre Dame,5.0
7655,Asante Samuel,CB,PIT,Active,70,180,Florida State,5.0
11786,Cam Little,K,JAX,Active,73,172,Arkansas,2.0
12876,Maxen Hook,DB,SEA,Active,72,205,Toledo,1.0
13259,Joseph Vaughn,LB,IND,Active,75,238,UCLA,1.0
8914,Jeremiah Pharms,DT,NE,Active,74,300,Friends,4.0
12159,Hogan Hatten,LS,DET,Active,74,239,Idaho,2.0
1428,David Quessenberry,OL,LAR,Active,77,310,San Jose State,13.0
8148,Jameson Williams,WR,DET,Active,73,182,Alabama,4.0
10444,Cedric Tillman,WR,CLE,Active,75,215,Tennessee,3.0
7090,Darnell Mooney,WR,ATL,Active,71,180,Tulane,6.0
3256,Javon Hargrave,DT,MIN,Active,74,307,South Carolina State,10.0
11745,Layden Robinson,OL,LV,Active,75,311,Texas A&M,2.0
