player_id,season,week,passing_yards,passing_tds,passing_ints,rushing_yards,rushing_tds,receiving_yards,receiving_tds,receptions,fumbles,fantasy_points,games_played,targets,carries,player_name
8478,2025,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6.0,0.0,0.0,Samuel Womack
1408,2025,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,Le'Veon Bell
2091,2025,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,Bashaud Breeland
11533,2025,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0,180.6,17.0,0.0,1.0,Brandon Aubrey
2064,2025,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,16.0,0.0,0.0,DeMarcus Lawrence
8733,2025,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,17.0,0.0,0.0,Jake Hummel
9487,2025,,0.0,0.0,0.0,0.0,0.0,847.0,5.0,58.0,0,126.7,16.0,95.0,7.0,Parker Washington
6923,2025,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,17.0,0.0,0.0,Geno Stone
3268,2025,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,12.0,0.0,0.0,Eric Murray
5668,2025,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,17.0,0.0,0.0,Aaron Stinnie
12586,2025,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,Cameron Williams
6786,2025,,0.0,0.0,0.0,2.0,0.0,1077.0,3.0,75.0,0,125.9,14.0,117.0,1.0,CeeDee Lamb
10938,2025,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4.0,0.0,0.0,DJ Johnson
11584,2025,,0.0,0.0,0.0,588.0,1.0,277.0,3.0,30.0,0,108.5,10.0,35.0,173.0,Bucky Irving
7116,2025,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,15.0,0.0,0.0,Kevin Dotson
6783,2025,,0.0,0.0,0.0,5.0,0.0,602.0,2.0,50.0,0,70.7,17.0,106.0,1.0,Jerry Jeudy
12887,2025,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,Joshua Gray
11770,2025,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,15.0,0.0,0.0,JD Bertrand
4992,2025,,0.0,0.0,0.0,0.0,0.0,127.0,0.0,9.0,0,10.7,8.0,11.0,0.0,Dante Pettis
12739,2025,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,Tommy Akingbesote
439,2025,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,17.0,0.0,0.0,JJ Jansen
6858,2025,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,17.0,0.0,0.0,James Lynch
12814,2025,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,Josh Kaltenberger
10926,2025,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,17.0,0.0,0.0,Marte Mapu
9504,2025,,0.0,0.0,0.0,0.0,0.0,551.0,6.0,33.0,0,91.1,14.0,46.0,0.0,Kayshon Boutte
12633,2025,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,10.0,0.0,0.0,Wyatt Milum
12507,2025,,0.0,0.0,0.0,545.0,4.0,192.0,1.0,32.0,0,103.7,9.0,35.0,124.0,Omarion Hampton
11439,2025,,0.0,0.0,0.0,187.0,1.0,27.0,0.0,4.0,0,27.4,8.0,6.0,37.0,Jaleel McLaughlin
7153,2025,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,17.0,0.0,0.0,Kyle Hinton
2330,2025,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,12.0,0.0,0.0,Shaq Thompson
11629,2025,,0.0,0.0,0.0,0.0,0.0,136.0,3.0,6.0,0,31.6,12.0,8.0,0.0,Devontez Walker
