player_id,season,week,passing_yards,passing_tds,passing_ints,rushing_yards,rushing_tds,receiving_yards,receiving_tds,receptions,fumbles,fantasy_points,games_played,targets,carries,player_name
8478,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7.0,0.0,0.0,Samuel Womack
1408,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,Le'Veon Bell
2091,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,Bashaud Breeland
11533,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,176.0,17.0,0.0,0.0,Brandon Aubrey
2064,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5.0,17.0,0.0,0.0,DeMarcus Lawrence
8733,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,17.0,0.0,0.0,Jake Hummel
9487,2023,,0.0,0.0,0.0,0.0,0.0,132.0,2.0,16.0,0,23.2,9.0,21.0,0.0,Parker Washington
6923,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14.0,17.0,0.0,0.0,Geno Stone
3268,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,6.0,0.0,0.0,Eric Murray
5668,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,13.0,0.0,0.0,Aaron Stinnie
6786,2023,,0.0,0.0,0.0,113.0,2.0,1749.0,12.0,135.0,0,268.2,17.0,181.0,14.0,CeeDee Lamb
10938,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,13.0,0.0,0.0,DJ Johnson
11584,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,Bucky Irving
7116,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,14.0,0.0,0.0,Kevin Dotson
6783,2023,,0.0,0.0,0.0,0.0,0.0,758.0,2.0,54.0,0,87.8,16.0,87.0,0.0,Jerry Jeudy
11770,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,JD Bertrand
4992,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,Dante Pettis
12739,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,Tommy Akingbesote
439,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,17.0,0.0,0.0,JJ Jansen
6858,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,James Lynch
10926,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,17.0,0.0,0.0,Marte Mapu
9504,2023,,0.0,0.0,0.0,0.0,0.0,19.0,0.0,2.0,0,1.9,5.0,7.0,0.0,Kayshon Boutte
12507,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,Omarion Hampton
11439,2023,,0.0,0.0,0.0,410.0,1.0,160.0,2.0,31.0,0,75.0,17.0,36.0,76.0,Jaleel McLaughlin
7153,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,16.0,0.0,0.0,Kyle Hinton
2330,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,Shaq Thompson
11629,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,Devontez Walker
5031,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,15.0,0.0,0.0,Oren Burks
13024,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,Jay Higgins
8361,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,Damarion Williams
12493,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,Oronde Gadsden
11512,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,12.0,0.0,0.0,Tyrus Wheat
12699,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,LaJohntay Wester
11044,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.0,0.0,0.0,Nick Broeker
11122,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,8.0,0.0,0.0,Andrew Farmer
7553,2023,,0.0,0.0,0.0,-4.0,0.0,667.0,3.0,53.0,0,84.3,17.0,90.0,1.0,Kyle Pitts
4065,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.5,14.0,0.0,0.0,Derek Barnett
12694,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,RJ Mickens
11304,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,0.0,0.0,E.J. Jenkins
8502,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,16.0,0.0,0.0,Cade Mays
10940,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.0,17.0,0.0,0.0,Nick Herbig
7970,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,2.0,0.0,0.0,Ar'Darius Washington
19,2023,,1616.0,13.0,8.0,2.0,0.0,0.0,0.0,0.0,0,108.84,5.0,0.0,9.0,Joe Flacco
7782,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,16.0,0.0,0.0,Isaiah McDuffie
10941,2023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,15.0,0.0,0.0,Tyler Lacy
